17:25:5,45
17:25:6,16
17:25:7,4
17:25:8,36
17:25:9,0
17:25:10,23
17:25:11,41
17:25:12,48
17:25:13,27
17:25:14,12
17:25:15,29
17:25:16,12
17:25:17,22
17:25:18,48
17:25:19,29
17:25:20,18
17:25:21,41
17:25:22,30
17:25:23,12
17:25:24,46
17:25:25,6
17:25:26,11
17:25:27,6
17:25:28,10
17:25:29,23
17:25:30,45
17:25:31,42
17:25:32,29
17:25:33,31
17:25:34,31
17:25:35,8
17:25:36,5
17:25:37,0
17:25:38,45
17:25:39,50
17:25:40,40
17:25:41,16
17:25:42,48
17:25:43,2
17:25:44,46
17:25:45,28
17:25:46,34
17:25:47,12
17:25:48,7
17:25:49,42
17:25:50,2
17:25:51,23
17:25:52,48
17:25:53,25
17:25:54,38
17:25:55,9
17:25:56,24
17:25:57,45
17:25:58,14
17:25:59,50
17:26:0,39
17:26:1,47
17:26:2,30
17:26:3,28
17:26:4,7
17:26:5,19
17:26:6,26
17:26:7,37
17:26:8,25
17:26:9,11
17:26:10,14
17:26:11,48
17:26:12,26
17:26:13,39
17:26:14,48
17:26:15,37
17:26:16,29
17:26:17,50
17:26:18,24
17:26:19,12
17:26:20,15
17:26:21,50
17:26:22,46
17:26:23,34
17:26:24,43
17:26:25,12
